profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_policy_energy_mean,avg_policy_energy_ci_lo,avg_policy_energy_ci_hi,avg_legacy_wallclock_energy_mean,avg_legacy_wallclock_energy_ci_lo,avg_legacy_wallclock_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
labrel16,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.6899999999999995,4.549999999999999,4.839999999999999,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.589999999999999,4.4399999999999995,4.75,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.5600000000000005,4.42,4.68,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.63,4.41,4.8402499999999975,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.79,4.58,5.0200000000000005,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.61,4.45,4.77,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.57,4.390000000000001,4.7700000000000005,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.55,4.38,4.71,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8s,ql_false,10,1.0,1.0,1.0,0.6,0.5,0.75,0.3,0.0,0.75,0.7,0.5,1.0,5.05,4.5,5.8100000000000005,0.0,0.0,0.0,0.6,0.5,0.75,0.6,0.5,0.75
labrel8s,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.54,4.390000000000001,4.71,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8s,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.569999999999999,4.46,4.69,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
