row_type,name,profile,mode,arm,seed,metric,presentation,value,n,ci_lo_bootstrap,ci_hi_bootstrap,p_signflip_two_sided_uncorrected,endpoint,note
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,11,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,12,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,auc_goal,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,rmst,,1,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,13,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,auc_goal,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,rmst,,1,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,14,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,15,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,16,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,auc_goal,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,rmst,,1,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,17,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,18,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,19,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,auc_goal,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,rmst,,1,,,,,,H=1500
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,avg_dev,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,avg_wasted,,0,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel16,phase1b_v2_baseline,true,20,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,1,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,auc_goal,,0.998333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,2,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,avg_dev,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,avg_cycling,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,avg_policy_energy,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,3,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,4,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,5,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,6,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,7,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,auc_goal,,0.998333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,8,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,9,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,auc_goal,,0.998333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,10,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,11,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,auc_goal,,0.997333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,12,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,auc_goal,,0.997333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,13,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,14,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,15,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,auc_goal,,0.997333333333,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,avg_dev,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,avg_cycling,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,avg_policy_energy,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,16,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,17,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,auc_goal,,0.998666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,rmst,,1,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,18,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,auc_goal,,0.999,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,avg_dev,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,avg_cycling,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,avg_policy_energy,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,19,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,mean_first_success_presentation,,1.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,rmst,,1.5,,,,,,H=1500
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,avg_dev,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,avg_cycling,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,avg_wasted,,0,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,avg_policy_energy,,0.5,,,,,,
cell_primitive,,labrel8s,phase1b_v2_baseline,true,20,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,auc_goal,,0.999,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,mean_first_success_presentation,,1.3,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,rmst,,1.3,,,,,,H=300
cell_primitive,,labband,phase1b_v2_baseline,true,1,avg_dev,,0.4625,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,avg_cycling,,1.125,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,avg_wasted,,0.0875,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,avg_policy_energy,,1.2625,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,1,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,mean_first_success_presentation,,1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,rmst,,1,,,,,,H=300
cell_primitive,,labband,phase1b_v2_baseline,true,2,avg_dev,,1.0375,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,avg_cycling,,1.15,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,avg_wasted,,0.5625,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,avg_policy_energy,,2.175,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,2,benchmark_goal_rate,,0.9875,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,mean_first_success_presentation,,1.1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,rmst,,1.1,,,,,,H=300
cell_primitive,,labband,phase1b_v2_baseline,true,3,avg_dev,,0.975,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,avg_cycling,,1.3,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,avg_wasted,,0.3375,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,avg_policy_energy,,2.225,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,3,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,mean_first_success_presentation,,1.2,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,rmst,,1.2,,,,,,H=300
cell_primitive,,labband,phase1b_v2_baseline,true,4,avg_dev,,0.5,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,avg_cycling,,1.1875,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,avg_wasted,,0,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,avg_policy_energy,,0.875,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,4,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,auc_goal,,0.998,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,mean_first_success_presentation,,1.4,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,rmst,,1.4,,,,,,H=300
cell_primitive,,labband,phase1b_v2_baseline,true,5,avg_dev,,0.8625,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,avg_cycling,,1.1625,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,avg_wasted,,0.3875,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,avg_policy_energy,,1.75,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,5,benchmark_goal_rate,,1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,auc_goal,,0.999333333333,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,mean_first_success_presentation,,1.2,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,rmst,,1.2,,,,,,H=300
cell_primitive,,labband,phase1b_v2_baseline,true,6,avg_dev,,1.2125,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,avg_cycling,,1.3375,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,avg_wasted,,0.55,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,avg_policy_energy,,2.825,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,6,benchmark_goal_rate,,0.9875,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,7,auc_goal,,0.999666666667,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,7,mean_first_success_presentation,,1.1,,,,,,
cell_primitive,,labband,phase1b_v2_baseline,true,7,rmst,,1.1,,,,,,H=300
