StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,SetSpotlightCD=OFF,SetSpotlightCD=ON,SetZ3Blinds=OFF,SetZ3Blinds=ON,SetZ3Light=OFF,SetZ3Light=ON,SetZ4Blinds=OFF,SetZ4Blinds=ON,SetZ4Light=OFF,SetZ4Light=ON,DO_NOTHING
10264,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.38,0.00,0.00,0.00,0.00,0.00
10273,0.00,0.00,0.00,-0.20,-0.21,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10280,0.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20505,0.00,0.00,-0.33,1.97,0.00,42.42,0.00,0.00,0.00,0.00,0.00,0.00,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26645,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.49,0.00,0.00,0.00,0.00,0.00
66597,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.00
69673,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75813,0.00,0.00,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00
75817,-0.46,0.00,-0.99,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00
81969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87046,0.00,0.00,0.00,0.00,0.00,2.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87050,-0.59,0.00,-0.34,0.00,0.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87069,0.00,0.00,0.00,0.00,0.00,15.77,0.00,0.83,0.00,0.00,0.00,2.24,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87072,-0.59,0.00,0.00,-0.34,-0.34,0.00,-0.34,0.00,-0.34,6.78,0.00,0.00,-0.34,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,-0.59
87076,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87085,0.00,0.00,-1.79,0.00,0.00,20.41,-0.34,0.00,0.00,-0.09,0.00,0.00,-2.13,-0.34,0.00,0.00,0.00,0.48,0.00,0.00,0.00
87097,-0.58,0.00,0.00,-0.34,-0.34,1.24,-2.13,0.00,0.00,0.00,0.00,0.00,-1.95,-0.33,-0.33,0.00,-0.33,-0.22,-0.34,0.00,0.00
87101,0.00,0.00,0.00,0.00,-0.34,2.36,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00
88069,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89154,-0.59,0.00,-0.34,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00
89158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,-0.09,-0.34,0.00
89173,0.00,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59
89177,-0.59,2.24,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89181,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00
89184,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.78,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89189,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00,0.00,-0.59
89192,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00
89201,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89205,0.00,1.24,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00
89208,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00
89209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89212,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00
92174,-0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,0.00
92189,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.99,0.00,0.00,0.00,0.00
92194,0.00,0.00,-2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92205,0.00,0.00,-2.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00
92217,-0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93248,0.00,0.00,0.00,0.00,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93250,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00
93252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,-0.34,0.00,0.00,0.00
93256,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00
93260,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,-0.34,-0.09,0.00,0.00,-0.34,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,-0.59
93264,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00
93268,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00
93280,-0.59,0.00,0.00,0.00,0.00,17.09,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93288,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.84,-0.22,-0.59
93292,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95365,-0.47,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95373,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95385,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00
95405,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00
96384,0.00,0.00,0.00,0.00,0.00,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96385,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.26,0.00,0.00,0.00,0.00
96388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96396,0.00,0.00,-0.07,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,-3.26,0.00,0.00,0.00,0.00,0.00,0.00
96408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00
96409,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.02,2.47,0.00,0.00,0.00,0.00,0.00
96412,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96416,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96424,0.00,3.40,-0.07,1.27,2.26,0.00,0.23,-0.09,0.42,0.00,0.00,2.65,0.16,20.82,-3.01,2.05,1.76,0.18,0.59,0.00,1.74
96428,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.98,0.00,0.00,0.00,0.00
96440,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97284,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.00
97285,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97292,-0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00,0.00,0.00
97300,0.00,0.00,0.00,0.00,0.00,10.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97316,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,-1.36,0.00,0.00,0.00,0.00,4.61,0.00,0.00,0.00,0.00,0.00
97332,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97373,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97472,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.22,0.00,0.00,0.00,0.00,0.00,0.00
97474,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.11,-1.36,0.00,0.00,0.00,0.00,0.00,0.00
97475,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97477,0.00,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00
97478,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.36,0.00,0.00,0.00,0.00,0.00,0.00
97480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00
97482,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34
97488,0.00,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97492,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97493,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97496,0.00,2.89,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33
97497,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00
97504,0.00,0.00,0.00,-0.21,0.00,1.46,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00
97509,-0.45,2.59,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.24,0.00,0.00,-0.20,0.00,-0.39,0.00
97512,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.36,0.00,0.00,0.00,0.00,0.00,0.00
97532,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00
104470,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109650,0.00,0.00,0.00,0.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113874,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,0.00,0.00,0.00
120064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120066,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59
120081,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00
120084,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00
120089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00,0.00,0.00
120096,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56,0.00,0.00,0.00,0.00,0.00
120113,0.00,0.00,-0.22,0.00,-0.34,0.00,0.00,-0.34,-2.13,-0.34,-0.59,22.67,0.00,-0.34,-0.34,0.00,-0.34,-0.34,0.00,0.00,-0.91
120117,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.59
120121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120125,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00
122177,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.00,0.00
122185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122197,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122201,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122208,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122216,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,-0.59
122225,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125184,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00
125187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125188,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-2.01,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00
125197,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.55,0.00,0.00,0.00,0.00,0.00
125204,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,-0.22,-0.22,0.00,0.00,0.00,0.00,0.00,0.00
125208,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,-2.01,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,7.59,0.00,0.00,-0.33
125209,0.00,0.00,0.00,2.30,0.00,0.00,0.00,-0.09,0.00,0.00,-2.36,-0.09,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,-0.34
125212,0.00,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,17.65,0.00,0.00,0.00,0.00,0.00
125216,0.00,0.00,-0.22,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00
125217,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,-2.01,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00
125233,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,16.40,0.00,0.00,0.00,-1.34,0.00,0.00,-0.62
126261,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126272,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00
126273,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126276,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,-0.33,0.00,0.00,0.00,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126284,0.00,0.00,0.00,0.00,0.00,4.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126288,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00
126289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,1.21,0.00,0.00,0.00,0.00,0.00
126292,-0.59,0.00,0.00,0.00,0.00,2.72,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.64,0.00
126296,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00
126305,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00
126312,0.00,0.00,-0.34,0.00,-0.34,0.00,0.00,0.00,0.03,0.00,-1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126320,-0.59,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00
126328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128393,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34
