profile,mode,n_seeds,goal_rate_mean,goal_rate_ci_lo,goal_rate_ci_hi,avg_steps_mean,avg_steps_ci_lo,avg_steps_ci_hi,avg_dev_mean,avg_dev_ci_lo,avg_dev_ci_hi,avg_policy_energy_mean,avg_policy_energy_ci_lo,avg_policy_energy_ci_hi,avg_legacy_wallclock_energy_mean,avg_legacy_wallclock_energy_ci_lo,avg_legacy_wallclock_energy_ci_hi,avg_wasted_mean,avg_wasted_ci_lo,avg_wasted_ci_hi,avg_cycling_mean,avg_cycling_ci_lo,avg_cycling_ci_hi,avg_redundant_mean,avg_redundant_ci_lo,avg_redundant_ci_hi
labrel16,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.770000000000001,4.64,4.8999999999999995,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel16,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.58,4.380000000000001,4.7700000000000005,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.5600000000000005,4.410000000000001,4.7,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.500000000000001,4.36,4.65,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel4,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.5200000000000005,4.4799999999999995,4.57,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_false,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.65,4.49,4.8199999999999985,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.5,4.35,4.640000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.54,4.4399999999999995,4.640000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8s,ql_false,10,1.0,1.0,1.0,0.55,0.5,0.65,0.15,0.0,0.45,0.6,0.5,0.8,4.87,4.529999999999999,5.359999999999999,0.0,0.0,0.0,0.55,0.5,0.65,0.55,0.5,0.65
labrel8s,ql_true,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.45,4.31,4.62,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
labrel8s,rule_based,10,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,4.37,4.2299999999999995,4.510000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
