StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
1444,0.00,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,0.00
1445,0.00,0.00,0.00,0.00,0.20,0.00,1.07,0.00,0.00,10.87,0.00
1446,0.00,0.00,0.00,0.00,0.20,0.54,0.00,0.00,-9.78,0.00,0.00
1447,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,-9.10,0.00,0.00
1448,0.00,1.24,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00
1449,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,-8.38,0.00,0.00
1450,0.60,0.00,0.20,0.82,0.61,0.00,0.20,0.57,-22.39,9.90,0.32
1452,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00
1456,0.20,0.20,0.00,1.37,0.57,0.54,0.00,0.44,0.00,8.38,0.39
1457,0.00,0.00,0.00,0.29,0.00,0.20,1.37,0.20,-17.64,14.42,1.58
1460,0.00,0.39,0.20,0.00,0.27,0.00,8.38,0.00,0.00,0.00,0.00
1464,0.56,0.00,0.22,1.42,0.20,0.00,0.00,0.00,0.00,16.79,1.12
1465,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1468,0.00,0.00,0.00,0.00,0.20,0.82,0.00,0.00,0.00,5.21,0.00
1811,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,3.65,61.26,3.39
1814,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,0.00
1856,0.00,-1.05,16.80,0.00,-2.03,-1.15,0.11,-0.62,15.42,100.00,-0.57
1857,27.26,5.08,16.75,2.54,7.55,8.95,14.39,-1.31,22.89,100.00,-0.30
1858,5.63,3.17,6.41,-0.05,-3.69,0.00,8.45,100.00,6.97,10.00,3.39
1859,-0.61,0.00,0.00,52.17,-6.80,-0.70,-0.57,0.00,0.00,0.00,0.00
1860,-0.62,-0.55,-0.70,0.00,-0.05,0.00,-0.55,0.00,-0.55,65.13,-0.30
1861,0.00,0.00,0.00,68.62,0.00,2.39,0.00,0.00,0.00,0.00,0.00
1862,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,74.58,0.00,0.00,0.00
1863,0.00,0.00,0.00,10.00,1.66,0.00,0.00,0.00,-0.55,0.00,0.00
1864,-0.55,0.00,-0.87,0.00,-3.80,0.00,0.00,-0.58,0.00,79.41,0.00
1865,-0.56,0.00,-4.44,0.00,-3.40,-0.28,0.00,-0.70,-0.86,0.00,0.00
1868,-1.08,-0.57,-3.94,-0.10,0.00,-0.10,0.00,0.00,0.00,0.00,-0.32
1872,0.00,0.35,82.25,0.00,0.00,-0.95,0.00,0.00,-1.07,0.00,-0.82
1873,0.00,0.00,81.30,0.00,0.00,-0.34,0.17,0.00,0.00,0.00,0.00
1874,0.00,0.00,35.67,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00
1876,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,46.86,-0.30
1880,0.00,-0.55,0.00,-0.29,0.00,0.00,0.00,0.00,0.00,56.95,0.00
1881,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.58,0.00
1884,0.00,-0.55,-0.14,-0.05,0.00,-2.72,-0.55,0.00,0.00,0.00,-0.31
