StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
6088,-0.55,34.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.62,0.00,0.00,0.00,-0.11,0.00,-2.77,0.00
6113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.29,-0.48
6116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.61,0.00,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-0.05,0.00,0.00
6120,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.30
6121,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,-0.30
7436,0.00,0.00,-9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.22,1.67,0.00
7437,0.00,1.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
7438,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.14,0.00,0.54,0.00,0.00,0.00
7439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.99,0.00,0.00,0.00,0.00,0.00,0.00
7468,0.00,0.00,-10.12,0.00,0.00,0.00,0.00,0.00,-10.14,7.78,0.00,0.00,0.00,0.00,0.00
7469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,6.62,0.00,0.00,0.00,0.82,0.00
7500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00
7501,0.00,3.97,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.22,0.00,0.00,0.82,0.32
7532,0.00,0.00,0.00,0.44,1.21,0.00,0.00,9.59,-7.61,0.00,0.20,0.90,0.60,1.04,0.00
7533,-9.14,2.09,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.57,1.54,0.00
