StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetPlugZ2=OFF,SetPlugZ2=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
6052,-0.35,0.00,0.00,4.03,-0.29,0.00,0.00,6.27,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
6084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.99,0.00,0.00,0.00
6085,1.41,98.15,0.00,0.00,0.00,0.00,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,8.24,0.00
6116,0.00,0.00,0.00,0.00,0.00,79.05,0.00,0.00,-0.35,0.00,0.00,2.57,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.00,0.00,0.00,0.00,2.69,0.00
7432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00
7433,0.00,0.00,0.00,0.00,0.00,92.41,0.00,0.50,0.00,0.00,0.00,0.00,0.00,4.25,0.00
7434,-11.84,0.00,0.00,-0.35,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,35.25,0.00,0.00,0.00
7435,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,0.00,0.00,-0.35,0.00,0.00,0.00,0.00
7436,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7437,0.00,0.00,10.92,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,-0.10
7438,0.00,0.00,0.00,0.00,0.00,0.00,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7439,0.00,10.16,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00
7464,-14.27,0.30,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,8.84,-0.35,0.00,0.00,0.00,0.00
7468,0.00,0.00,-0.35,0.00,0.00,0.00,0.31,0.00,0.00,0.00,-0.30,0.00,0.00,35.25,0.00
7469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.09,0.00,0.00,0.00,0.00,-0.35,0.00,-0.10
7496,0.00,0.00,0.00,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00
7497,0.00,0.00,0.00,0.00,0.00,0.00,50.06,0.00,0.00,0.00,0.00,0.00,-0.29,-0.35,-0.12
7500,0.00,0.00,0.00,0.00,0.00,70.33,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7501,0.00,5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.25,0.00
7528,0.00,0.00,0.00,0.00,0.00,27.78,0.00,0.00,-14.27,0.00,0.00,0.00,0.00,0.00,0.00
7529,-2.60,7.37,-0.35,0.00,0.00,102.50,0.00,0.00,-1.98,9.06,0.40,8.26,0.00,0.00,2.38
7532,0.00,0.00,0.00,0.00,0.00,41.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7533,0.00,0.00,79.60,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19
7560,0.00,11.67,0.00,0.00,0.00,0.00,0.00,0.00,-14.27,0.81,-0.20,0.00,0.00,-0.30,0.00
7561,-24.68,8.60,0.00,19.47,4.05,0.00,13.25,93.80,0.00,0.00,0.40,0.00,2.67,-0.35,-0.10
7562,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,-10.57,0.00,0.00,0.00,0.00,0.00,0.00
7563,0.00,0.00,-0.35,0.00,0.00,0.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00
7592,-13.54,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00
7593,0.00,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00
7624,0.00,0.00,0.00,0.00,0.00,0.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7625,0.00,0.00,8.85,102.50,0.00,0.00,0.00,17.16,-12.18,0.00,2.83,0.27,-0.60,25.97,11.58
7656,0.00,0.00,0.00,62.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7657,0.00,0.00,0.00,19.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00
