StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetPlugZ2=OFF,SetPlugZ2=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
6052,-0.55,0.00,0.00,-1.17,-0.56,0.00,0.00,5.95,-0.62,0.00,0.00,0.00,0.00,0.00,0.00
6084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.88,0.00,0.00,0.00
6085,1.17,96.24,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,7.70,0.00
6116,0.00,0.00,0.00,0.00,0.00,77.51,0.00,0.00,-0.55,0.00,0.00,-0.74,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.56,0.00,0.00,0.00,0.00,0.00,-0.78,0.00
7432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00
7433,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.44,0.00
7434,-8.92,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00
7435,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.20,0.00,0.00,0.00,0.00
7436,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7437,0.00,0.00,0.61,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20
7438,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7439,0.00,13.11,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00
7464,-10.14,0.39,0.36,0.00,0.00,0.00,0.00,0.00,0.00,11.40,0.20,0.00,0.00,0.00,0.00
7468,0.00,0.00,0.20,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.26,0.00,0.00,0.69,0.00
7469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.66,0.00,0.00,0.00,0.00,0.20,0.00,0.20
7496,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00
7497,0.00,0.00,0.00,0.00,0.00,0.00,2.68,0.00,0.00,0.00,0.00,0.00,0.27,0.20,0.45
7500,0.00,0.00,0.00,0.00,0.00,1.37,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7501,0.00,7.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00
7528,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,-10.14,0.00,0.00,0.00,0.00,0.00,0.00
7529,-10.72,5.47,0.20,0.00,0.00,2.00,0.00,0.00,-5.73,0.37,0.31,0.66,0.00,0.00,1.11
7532,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7533,0.00,0.00,3.42,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26
7560,0.00,15.05,0.00,0.00,0.00,0.00,0.00,0.00,-10.14,1.05,0.39,0.00,0.00,0.25,0.00
7561,-17.52,0.54,0.00,0.38,0.67,0.00,0.95,3.80,0.00,0.00,0.30,0.00,0.44,0.20,0.20
7562,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,-8.92,0.00,0.00,0.00,0.00,0.00,0.00
7563,0.00,0.00,0.20,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00
7592,-9.77,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00
7593,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00
7624,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7625,0.00,0.00,0.38,2.00,0.00,0.00,0.00,0.71,-10.09,0.00,0.26,0.40,0.45,1.22,0.61
7656,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7657,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00
