StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
5399,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5400,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5401,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0
5402,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
5410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5414,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5425,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5428,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
5429,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0
5432,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5446,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
5450,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
5456,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
5457,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5460,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
5461,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5464,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
5465,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
5473,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
5477,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5481,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5488,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5489,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
5492,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
5493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5496,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
5497,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5760,0,13,1,0,1,0,0,0,0,0,0,0,22,0,1
5761,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1
5762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
5764,23,0,0,13,0,0,1,1,0,0,0,0,2,0,10
5765,12,0,0,14,0,0,0,0,0,0,1,0,1,0,8
5766,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
5767,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
5768,1,12,8,0,0,0,0,0,1,0,0,0,1,1,1
5769,0,12,2,0,0,0,0,0,0,0,0,0,1,0,3
5770,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5771,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,15,0,17,1,0,0,0,0,0,0,1,0,1,0,15
5773,12,0,13,0,1,1,0,1,1,0,0,0,1,0,215
5774,9,0,8,0,0,1,0,0,0,0,0,5,1,0,1
5775,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0
5792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5793,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5796,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0
5797,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
5800,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5801,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5804,0,0,9,0,0,0,0,0,0,0,5,0,1,0,1
5805,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
5824,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5825,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5828,5,0,0,13,0,2,7,0,0,1,0,0,1,0,5
5829,6,0,0,13,0,0,1,0,0,0,0,0,1,0,1
5832,0,11,2,0,0,0,1,0,0,0,0,0,1,0,1
5833,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5836,14,1,13,0,0,0,5,0,1,1,1,0,1,0,16
5837,10,1,9,0,0,1,1,0,0,0,0,6,1,0,188
5856,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5857,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
5861,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
5864,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5865,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5868,8,0,0,0,0,0,0,0,0,0,7,0,0,0,1
