table_row_id,section,root_id,run_id,branch,head_sha,local_root,local_tree_sha256,analysis_file,analysis_file_sha256,analysis_file_row,source_locator,source_columns,data_type,profile,mode_a,mode_b,condition,metric,metric_tier,direction,n,seeds,value,ci_lo,ci_hi,p_value,q_bootstrap_bh,cliffs_delta,recomputed_value,recompute_input,recompute_status,research_status,evidence_label,notes,derivation_command
P1T-0429,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,17,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 17; named columns profile=lab3; metric=avg_steps; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.21875; ci_lo=-0.59375; ci_hi=0.0625; p_bootstrap=0.175; q_bootstrap_bh=0.38388; cliffs_delta=0.09,profile=lab3; metric=avg_steps; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.21875; ci_lo=-0.59375; ci_hi=0.0625; p_bootstrap=0.175; q_bootstrap_bh=0.38388; cliffs_delta=0.09,final_policy_paired_difference,lab3,ql_true,ql_false,,avg_steps,,,10,1;2;3;4;5;6;7;8;9;10,-0.21875,-0.59375,0.0625,0.175,0.38388,0.09,-0.21875,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0430,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,20,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 20; named columns profile=lab1; metric=avg_dev; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.0; ci_lo=0.0; ci_hi=0.0; p_bootstrap=1.0; q_bootstrap_bh=1.0; cliffs_delta=0.0,profile=lab1; metric=avg_dev; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.0; ci_lo=0.0; ci_hi=0.0; p_bootstrap=1.0; q_bootstrap_bh=1.0; cliffs_delta=0.0,final_policy_paired_difference,lab1,ql_true,ql_false,,avg_dev,,,10,1;2;3;4;5;6;7;8;9;10,0.0,0.0,0.0,1.0,1.0,0.0,0,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0431,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,23,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 23; named columns profile=lab2; metric=avg_dev; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-1.5; ci_lo=-2.6; ci_hi=-0.51875; p_bootstrap=0.0016; q_bootstrap_bh=0.00516923076923077; cliffs_delta=-0.43,profile=lab2; metric=avg_dev; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-1.5; ci_lo=-2.6; ci_hi=-0.51875; p_bootstrap=0.0016; q_bootstrap_bh=0.00516923076923077; cliffs_delta=-0.43,final_policy_paired_difference,lab2,ql_true,ql_false,,avg_dev,,,10,1;2;3;4;5;6;7;8;9;10,-1.5,-2.6,-0.51875,0.0016,0.00516923076923077,-0.43,-1.5,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0432,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,26,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 26; named columns profile=lab3; metric=avg_dev; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.025; ci_lo=-0.4625; ci_hi=0.35625; p_bootstrap=0.94; q_bootstrap_bh=1.0; cliffs_delta=0.37,profile=lab3; metric=avg_dev; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.025; ci_lo=-0.4625; ci_hi=0.35625; p_bootstrap=0.94; q_bootstrap_bh=1.0; cliffs_delta=0.37,final_policy_paired_difference,lab3,ql_true,ql_false,,avg_dev,,,10,1;2;3;4;5;6;7;8;9;10,-0.025,-0.4625,0.35625,0.94,1.0,0.37,-0.025,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0433,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,29,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 29; named columns profile=lab1; metric=avg_energy; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.03500000000000005; ci_lo=-0.029999999999999895; ci_hi=0.10000000000000017; p_bootstrap=0.3024; q_bootstrap_bh=0.5292; cliffs_delta=0.24,profile=lab1; metric=avg_energy; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.03500000000000005; ci_lo=-0.029999999999999895; ci_hi=0.10000000000000017; p_bootstrap=0.3024; q_bootstrap_bh=0.5292; cliffs_delta=0.24,final_policy_paired_difference,lab1,ql_true,ql_false,,avg_energy,,,10,1;2;3;4;5;6;7;8;9;10,0.03500000000000005,-0.029999999999999895,0.10000000000000017,0.3024,0.5292,0.24,0.03500000000000005,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0434,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,32,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 32; named columns profile=lab2; metric=avg_energy; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-1.0662500000000004; ci_lo=-1.9600312500000001; ci_hi=-0.2737187500000005; p_bootstrap=0.0026; q_bootstrap_bh=0.0068249999999999995; cliffs_delta=-0.55,profile=lab2; metric=avg_energy; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-1.0662500000000004; ci_lo=-1.9600312500000001; ci_hi=-0.2737187500000005; p_bootstrap=0.0026; q_bootstrap_bh=0.0068249999999999995; cliffs_delta=-0.55,final_policy_paired_difference,lab2,ql_true,ql_false,,avg_energy,,,10,1;2;3;4;5;6;7;8;9;10,-1.0662500000000004,-1.9600312500000001,-0.2737187500000005,0.0026,0.0068249999999999995,-0.55,-1.0662500000000004,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0435,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,35,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 35; named columns profile=lab3; metric=avg_energy; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.4362499999999999; ci_lo=-0.2887500000000003; ci_hi=0.9824999999999999; p_bootstrap=0.2058; q_bootstrap_bh=0.3959454545454546; cliffs_delta=0.6,profile=lab3; metric=avg_energy; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.4362499999999999; ci_lo=-0.2887500000000003; ci_hi=0.9824999999999999; p_bootstrap=0.2058; q_bootstrap_bh=0.3959454545454546; cliffs_delta=0.6,final_policy_paired_difference,lab3,ql_true,ql_false,,avg_energy,,,10,1;2;3;4;5;6;7;8;9;10,0.4362499999999999,-0.2887500000000003,0.9824999999999999,0.2058,0.3959454545454546,0.6,0.4362499999999999,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0436,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,38,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 38; named columns profile=lab1; metric=avg_wasted; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.0050000000000000044; ci_lo=-0.027500000000000014; ci_hi=0.017499999999999995; p_bootstrap=0.6944; q_bootstrap_bh=1.0; cliffs_delta=0.03,profile=lab1; metric=avg_wasted; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.0050000000000000044; ci_lo=-0.027500000000000014; ci_hi=0.017499999999999995; p_bootstrap=0.6944; q_bootstrap_bh=1.0; cliffs_delta=0.03,final_policy_paired_difference,lab1,ql_true,ql_false,,avg_wasted,,,10,1;2;3;4;5;6;7;8;9;10,-0.0050000000000000044,-0.027500000000000014,0.017499999999999995,0.6944,1.0,0.03,-0.0050000000000000044,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0437,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,41,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 41; named columns profile=lab2; metric=avg_wasted; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.48374999999999996; ci_lo=-0.8350312499999999; ci_hi=-0.16874999999999996; p_bootstrap=0.002; q_bootstrap_bh=0.006; cliffs_delta=-0.5,profile=lab2; metric=avg_wasted; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.48374999999999996; ci_lo=-0.8350312499999999; ci_hi=-0.16874999999999996; p_bootstrap=0.002; q_bootstrap_bh=0.006; cliffs_delta=-0.5,final_policy_paired_difference,lab2,ql_true,ql_false,,avg_wasted,,,10,1;2;3;4;5;6;7;8;9;10,-0.48374999999999996,-0.8350312499999999,-0.16874999999999996,0.002,0.006,-0.5,-0.48374999999999996,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0438,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,44,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 44; named columns profile=lab3; metric=avg_wasted; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.21999999999999997; ci_lo=-0.6074999999999999; ci_hi=0.07628124999999952; p_bootstrap=0.1828; q_bootstrap_bh=0.38388; cliffs_delta=0.09,profile=lab3; metric=avg_wasted; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.21999999999999997; ci_lo=-0.6074999999999999; ci_hi=0.07628124999999952; p_bootstrap=0.1828; q_bootstrap_bh=0.38388; cliffs_delta=0.09,final_policy_paired_difference,lab3,ql_true,ql_false,,avg_wasted,,,10,1;2;3;4;5;6;7;8;9;10,-0.21999999999999997,-0.6074999999999999,0.07628124999999952,0.1828,0.38388,0.09,-0.21999999999999997,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0439,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,47,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 47; named columns profile=lab1; metric=avg_cycling; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.0; ci_lo=0.0; ci_hi=0.0; p_bootstrap=1.0; q_bootstrap_bh=1.0; cliffs_delta=0.0,profile=lab1; metric=avg_cycling; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.0; ci_lo=0.0; ci_hi=0.0; p_bootstrap=1.0; q_bootstrap_bh=1.0; cliffs_delta=0.0,final_policy_paired_difference,lab1,ql_true,ql_false,,avg_cycling,,,10,1;2;3;4;5;6;7;8;9;10,0.0,0.0,0.0,1.0,1.0,0.0,0,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0440,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,50,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 50; named columns profile=lab2; metric=avg_cycling; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.13125; ci_lo=-0.24375; ci_hi=-0.0125; p_bootstrap=0.0292; q_bootstrap_bh=0.07214117647058824; cliffs_delta=-0.38,profile=lab2; metric=avg_cycling; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.13125; ci_lo=-0.24375; ci_hi=-0.0125; p_bootstrap=0.0292; q_bootstrap_bh=0.07214117647058824; cliffs_delta=-0.38,final_policy_paired_difference,lab2,ql_true,ql_false,,avg_cycling,,,10,1;2;3;4;5;6;7;8;9;10,-0.13125,-0.24375,-0.0125,0.0292,0.07214117647058824,-0.38,-0.13125,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0441,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,53,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 53; named columns profile=lab3; metric=avg_cycling; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.01875; ci_lo=-0.05625; ci_hi=0.09375; p_bootstrap=0.6944; q_bootstrap_bh=1.0; cliffs_delta=0.09,profile=lab3; metric=avg_cycling; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=0.01875; ci_lo=-0.05625; ci_hi=0.09375; p_bootstrap=0.6944; q_bootstrap_bh=1.0; cliffs_delta=0.09,final_policy_paired_difference,lab3,ql_true,ql_false,,avg_cycling,,,10,1;2;3;4;5;6;7;8;9;10,0.01875,-0.05625,0.09375,0.6944,1.0,0.09,0.01875,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0442,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,56,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 56; named columns profile=lab1; metric=avg_redundant; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.0050000000000000044; ci_lo=-0.027500000000000014; ci_hi=0.017499999999999995; p_bootstrap=0.6944; q_bootstrap_bh=1.0; cliffs_delta=0.03,profile=lab1; metric=avg_redundant; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.0050000000000000044; ci_lo=-0.027500000000000014; ci_hi=0.017499999999999995; p_bootstrap=0.6944; q_bootstrap_bh=1.0; cliffs_delta=0.03,final_policy_paired_difference,lab1,ql_true,ql_false,,avg_redundant,,,10,1;2;3;4;5;6;7;8;9;10,-0.0050000000000000044,-0.027500000000000014,0.017499999999999995,0.6944,1.0,0.03,-0.0050000000000000044,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0443,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,59,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 59; named columns profile=lab2; metric=avg_redundant; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.615; ci_lo=-0.99125; ci_hi=-0.24124999999999996; p_bootstrap=0.0022; q_bootstrap_bh=0.0061600000000000005; cliffs_delta=-0.5,profile=lab2; metric=avg_redundant; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.615; ci_lo=-0.99125; ci_hi=-0.24124999999999996; p_bootstrap=0.0022; q_bootstrap_bh=0.0061600000000000005; cliffs_delta=-0.5,final_policy_paired_difference,lab2,ql_true,ql_false,,avg_redundant,,,10,1;2;3;4;5;6;7;8;9;10,-0.615,-0.99125,-0.24124999999999996,0.0022,0.0061600000000000005,-0.5,-0.615,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0444,paired_tests,P1-ABLATION-UNTARGETED,27464846574,kg-crosszone-ablation,e8d63e09be504f1dc206737ca8feb05299fe1031,phase1_xzone_ablation,7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638,phase1_xzone_ablation\analysis\out\paired_tests.csv,611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03,62,local-sha256:611366696f6e3ed3e543da1805da466284b9fb356086553049d9d16f0bf6ac03:phase1_xzone_ablation\analysis\out\paired_tests.csv:row 62; named columns profile=lab3; metric=avg_redundant; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.20125; ci_lo=-0.6150312499999999; ci_hi=0.14249999999999996; p_bootstrap=0.293; q_bootstrap_bh=0.5292; cliffs_delta=0.09,profile=lab3; metric=avg_redundant; mode_a=ql_true; mode_b=ql_false; family=confirmatory; n_paired=10; mean_diff=-0.20125; ci_lo=-0.6150312499999999; ci_hi=0.14249999999999996; p_bootstrap=0.293; q_bootstrap_bh=0.5292; cliffs_delta=0.09,final_policy_paired_difference,lab3,ql_true,ql_false,,avg_redundant,,,10,1;2;3;4;5;6;7;8;9;10,-0.20125,-0.6150312499999999,0.14249999999999996,0.293,0.5292,0.09,-0.20125,local-tree-sha256:7c114de88374bb003264a994a50db753edc89113258a4a9a1d7f64831911c638:phase1_xzone_ablation; raw benchmark_results CSV files=90,MEAN_DIFF_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,p/q/CI copied from analysis CSV; statistical resampling not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
